"","comb08","cylinders","displ","drive","year","Class","trans"
"26699",18,6,3.5,"Rear-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26700",17,6,3.5,"Rear-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26701",17,6,3.5,"Part-time 4-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26702",16,6,3.5,"Part-time 4-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26703",17,6,3.5,"Part-time 4-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26704",16,6,3.5,"Part-time 4-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26705",20,6,2.8,"Front-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26706",28,4,2,"Front-Wheel Drive",2015,"Midsize","Automatic 6 Speed"
"26707",27,4,2,"Front-Wheel Drive",2015,"Midsize","Manual 6 Speed"
"26708",19,8,5.6,"Rear-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26709",18,8,5.6,"All-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26710",21,6,3.7,"Rear-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26711",20,6,3.7,"All-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26712",40,4,2.5,"Front-Wheel Drive",2015,"Midsize","Automatic 6 Speed"
"26713",24,6,3.5,"Front-Wheel Drive",2015,"Midsize","Automatic 6 Speed"
"26714",25,4,2,"4-Wheel Drive",2015,"Wagon","Automatic 7 Speed"
"26715",19,6,4,"Rear-Wheel Drive",2015,"Truck","Manual 6 Speed"
"26716",19,6,3.8,"Front-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26717",23,4,2.4,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26718",22,4,2,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26719",22,4,2,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26720",21,4,2.4,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26721",20,4,2,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26722",27,4,2,"4-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26723",16,8,5.6,"Rear-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26724",16,8,5.6,"4-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26725",16,8,5,"4-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26726",14,8,5.7,"4-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26727",19,4,2,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26728",21,6,3,"All-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26729",32,4,2,"Front-Wheel Drive",2015,"Midsize","Automatic 6 Speed"
"26730",16,8,6.2,"Rear-Wheel Drive",2015,"Midsize","Automatic 8 Speed"
"26731",28,4,2.5,"Front-Wheel Drive",2015,"Midsize","Automatic 6 Speed"
"26732",25,6,3.5,"Front-Wheel Drive",2015,"Midsize","Automatic 6 Speed"
"26733",40,4,2.5,"Front-Wheel Drive",2015,"Midsize","Automatic Other"
"26734",39,4,2.5,"Front-Wheel Drive",2015,"Midsize","Automatic Other"
"26735",39,4,2,"Front-Wheel Drive",2015,"Large","Automatic Other"
"26736",16,8,5.7,"Rear-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26737",18,4,2.1,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26738",17,8,5.7,"Rear-Wheel Drive",2015,"Truck","Automatic 8 Speed"
"26739",20,6,3.6,"Rear-Wheel Drive",2015,"Truck","Automatic 8 Speed"
"26740",20,6,3.6,"Rear-Wheel Drive",2015,"Truck","Automatic 8 Speed"
"26741",21,6,3.6,"Rear-Wheel Drive",2015,"Truck","Automatic 8 Speed"
"26742",15,8,5.7,"4-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26743",19,6,3.6,"4-Wheel Drive",2015,"Truck","Automatic 8 Speed"
"26744",19,6,3.6,"4-Wheel Drive",2015,"Truck","Automatic 8 Speed"
"26745",17,8,5.7,"4-Wheel Drive",2015,"Truck","Automatic 8 Speed"
"26746",25,4,2,"Front-Wheel Drive",2015,"SUV","Automatic Other"
"26747",23,4,2.5,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26748",23,4,2.5,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26749",25,4,1.6,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26750",24,4,2.5,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26751",23,4,2.5,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26752",25,4,1.6,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26753",29,4,1.4,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26754",27,4,2,"4-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26755",15,8,5.6,"Rear-Wheel Drive",2015,"SUV","Automatic 5 Speed"
"26756",15,8,5.6,"Rear-Wheel Drive",2015,"SUV","Automatic 5 Speed"
"26757",21,4,2.2,"Front-Wheel Drive",1987,"Wagon","Automatic 3 Speed"
"26758",16,8,5,"4-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26759",16,8,5,"4-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26760",16,8,5,"4-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26761",14,8,5.6,"4-Wheel Drive",2015,"SUV","Automatic 5 Speed"
"26762",14,8,5.6,"4-Wheel Drive",2015,"SUV","Automatic 5 Speed"
"26763",38,4,2,"Front-Wheel Drive",2015,"Midsize","Automatic Other"
"26764",19,8,5.5,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26765",22,8,5.5,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26766",31,6,3.5,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26767",30,6,3.5,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26768",24,4,2.2,"Front-Wheel Drive",1987,"Wagon","Manual 5 Speed"
"26769",30,6,3.5,"All-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26770",28,6,3.5,"All-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26771",20,4,2,"All-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26772",19,4,2,"All-Wheel Drive",2015,"Compact","Manual 5 Speed"
"26773",19,4,2,"All-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26774",50,4,1.5,"Front-Wheel Drive",2015,"Compact","Automatic Other"
"26775",16,8,6.2,"Rear-Wheel Drive",2015,"Midsize","Manual 6 Speed"
"26776",21,6,3.5,"All-Wheel Drive",2015,"Midsize","Automatic 6 Speed"
"26777",23,6,3.5,"Rear-Wheel Drive",2015,"Midsize","Automatic 8 Speed"
"26778",31,6,3.5,"Rear-Wheel Drive",2015,"Midsize","Automatic 8 Speed"
"26779",21,4,2.5,"Front-Wheel Drive",1987,"Wagon","Automatic 3 Speed"
"26780",40,4,2.5,"Front-Wheel Drive",2015,"Midsize","Automatic 6 Speed"
"26781",16,8,6.2,"Rear-Wheel Drive",2015,"Large","Automatic 8 Speed"
"26782",41,4,1.8,"Front-Wheel Drive",2015,"Wagon","Automatic Other"
"26783",22,6,3.5,"Front-Wheel Drive",2015,"Van","Automatic Other"
"26784",29,4,2.4,"Front-Wheel Drive",2015,"SUV","Automatic Other"
"26785",32,4,2.5,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26786",26,4,2.5,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26787",28,4,2.4,"All-Wheel Drive",2015,"SUV","Automatic Other"
"26788",31,4,2.5,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26789",26,4,2,"All-Wheel Drive",2015,"SUV","Manual 5 Speed"
"26790",21,4,2.5,"Front-Wheel Drive",1987,"Wagon","Automatic 3 Speed"
"26791",29,4,2,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26792",31,4,2,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26793",20,6,3.6,"All-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26794",28,4,2,"Front-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26795",27,4,2,"Front-Wheel Drive",2015,"Compact","Manual 6 Speed"
"26796",28,4,2,"Front-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26797",30,4,1.6,"Front-Wheel Drive",1985,"Compact","Manual 4 Speed"
"26798",19,6,2.8,"Front-Wheel Drive",1987,"Wagon","Automatic 3 Speed"
"26799",27,4,2,"Front-Wheel Drive",2015,"Compact","Manual 6 Speed"
"26800",30,4,1.6,"Front-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26801",31,4,1.6,"Front-Wheel Drive",2015,"Compact","Manual 6 Speed"
"26802",19,8,4.7,"4-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26803",23,6,3.7,"Rear-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26804",23,6,3.7,"Rear-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26805",22,6,3.7,"All-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26806",22,6,3.7,"All-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26807",22,4,2.5,"Rear-Wheel Drive",2015,"Truck","Manual 6 Speed"
"26808",22,4,2.5,"Rear-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26809",20,6,2.8,"Front-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26810",22,4,2.5,"Rear-Wheel Drive",2015,"Truck","Manual 6 Speed"
"26811",22,4,2.5,"Rear-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26812",21,4,2.5,"4-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26813",21,4,2.5,"4-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26814",17,8,6.2,"Rear-Wheel Drive",2015,"Truck","Automatic 8 Speed"
"26815",17,8,6.2,"Rear-Wheel Drive",2015,"Truck","Automatic 8 Speed"
"26816",17,8,6.2,"4-Wheel Drive",2015,"Truck","Automatic 8 Speed"
"26817",17,8,6.2,"4-Wheel Drive",2015,"Truck","Automatic 8 Speed"
"26818",20,6,2.8,"Front-Wheel Drive",1987,"Wagon","Manual 5 Speed"
"26819",23,6,3.5,"Front-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26820",23,6,3.5,"Front-Wheel Drive",2015,"SUV","Automatic Other"
"26821",22,6,3.5,"All-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26822",22,6,3.5,"4-Wheel Drive",2015,"SUV","Automatic Other"
"26823",21,6,3.5,"4-Wheel Drive",2015,"SUV","Automatic Other"
"26824",17,8,6.2,"Rear-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26825",17,8,6.2,"Rear-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26826",17,8,6.2,"Rear-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26827",17,8,6.2,"Rear-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26828",18,6,2.8,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26829",26,4,2.5,"Front-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26830",26,4,2.5,"Front-Wheel Drive",2015,"SUV","Automatic Other"
"26831",17,8,6.2,"4-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26832",17,8,6.2,"4-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26833",17,8,6.2,"4-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26834",17,8,6.2,"4-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26835",26,4,2.5,"All-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26836",15,8,5.5,"4-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26837",14,8,5.5,"4-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26838",13,8,5.5,"4-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26839",20,4,2.3,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26840",26,4,2.5,"4-Wheel Drive",2015,"SUV","Automatic Other"
"26841",21,6,3.5,"All-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26842",22,6,3.5,"Rear-Wheel Drive",2015,"Compact","Automatic 8 Speed"
"26843",22,6,3.5,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26844",21,8,4.7,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26845",23,6,3.5,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26846",20,8,4.7,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26847",18,8,5.5,"4-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26848",22,4,2.3,"Rear-Wheel Drive",1987,"Wagon","Manual 5 Speed"
"26849",23,6,3.5,"Rear-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26850",31,4,2.1,"4-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26851",23,6,3.5,"4-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26852",22,6,3.5,"4-Wheel Drive",2015,"Wagon","Automatic 7 Speed"
"26853",25,4,2,"Front-Wheel Drive",2015,"SUV","Automatic Other"
"26854",24,4,2,"4-Wheel Drive",2015,"SUV","Automatic Other"
"26855",27,4,2.1,"4-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26856",13,8,5.5,"4-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26857",18,4,2.3,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26858",18,8,5,"Rear-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26859",24,4,2.3,"Rear-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26860",19,8,5,"Rear-Wheel Drive",2015,"Compact","Automatic 8 Speed"
"26861",18,8,5.5,"4-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26862",23,6,3.5,"Rear-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26863",23,6,3.5,"4-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26864",23,6,3,"Rear-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26865",22,6,3,"4-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26866",32,4,2.1,"Rear-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26867",19,8,5.5,"4-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26868",20,4,2.3,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26869",18,8,5.5,"4-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26870",23,6,3.6,"Rear-Wheel Drive",2015,"Large","Automatic 8 Speed"
"26871",21,6,3.6,"All-Wheel Drive",2015,"Large","Automatic 8 Speed"
"26872",21,6,3.6,"All-Wheel Drive",2015,"Large","Automatic 8 Speed"
"26873",21,6,3.6,"All-Wheel Drive",2015,"Large","Automatic 8 Speed"
"26874",23,6,3.6,"Rear-Wheel Drive",2015,"Large","Automatic 8 Speed"
"26875",21,6,3.6,"All-Wheel Drive",2015,"Large","Automatic 8 Speed"
"26876",22,6,3,"4-Wheel Drive",2015,"Wagon","Automatic 7 Speed"
"26877",18,8,5.5,"4-Wheel Drive",2015,"Wagon","Automatic 7 Speed"
"26878",20,6,3.6,"Rear-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26879",20,4,2.3,"Rear-Wheel Drive",1987,"Wagon","Manual 4 Speed"
"26880",17,8,5.7,"Rear-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26881",16,8,5.7,"All-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26882",16,8,6.2,"Rear-Wheel Drive",2015,"Compact","Automatic 8 Speed"
"26883",23,6,3,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26884",23,6,3,"4-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26885",23,6,3,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26886",31,4,1.8,"Front-Wheel Drive",2015,"Compact","Automatic 5 Speed"
"26887",20,8,4.7,"Rear-Wheel Drive",2015,"Compact","Automatic Other"
"26888",19,8,4.7,"4-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26889",24,6,3,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26890",22,4,2.3,"Rear-Wheel Drive",1987,"Wagon","Manual 4 Speed"
"26891",25,6,3.5,"Rear-Wheel Drive",2015,"Midsize","Automatic 7 Speed"
"26892",24,6,3.5,"Front-Wheel Drive",2015,"Midsize","Automatic 6 Speed"
"26893",24,4,2,"Front-Wheel Drive",2015,"Large","Automatic 6 Speed"
"26894",23,6,3.3,"Front-Wheel Drive",2015,"Large","Automatic 6 Speed"
"26895",25,4,2.1,"4-Wheel Drive",2015,"SUV","Automatic 7 Speed"
"26896",17,8,4.8,"All-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26897",22,6,3,"All-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26898",26,4,2,"Rear-Wheel Drive",2015,"Compact","Automatic 8 Speed"
"26899",22,6,3,"4-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26900",27,4,2,"Front-Wheel Drive",2015,"Midsize","Automatic 6 Speed"
"26901",30,4,1.6,"Front-Wheel Drive",1985,"Compact","Manual 4 Speed"
"26902",17,8,5,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26903",19,8,4.6,"Rear-Wheel Drive",2015,"Midsize","Automatic 8 Speed"
"26904",18,8,4.6,"All-Wheel Drive",2015,"Midsize","Automatic 8 Speed"
"26905",19,8,4.6,"Rear-Wheel Drive",2015,"Midsize","Automatic 8 Speed"
"26906",18,8,4.6,"All-Wheel Drive",2015,"Midsize","Automatic 8 Speed"
"26907",20,8,5,"All-Wheel Drive",2015,"Midsize","Automatic 8 Speed"
"26908",17,8,6.2,"Rear-Wheel Drive",2015,"Large","Manual 6 Speed"
"26909",22,6,3.3,"Front-Wheel Drive",2015,"Large","Automatic 6 Speed"
"26910",21,6,3.7,"All-Wheel Drive",2015,"Large","Automatic 6 Speed"
"26911",22,6,3.7,"Front-Wheel Drive",2015,"Large","Automatic 6 Speed"
"26912",24,4,2.4,"Front-Wheel Drive",2015,"Wagon","Manual 5 Speed"
"26913",17,8,5,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26914",24,4,2.4,"Front-Wheel Drive",2015,"Wagon","Automatic 4 Speed"
"26915",24,4,2.4,"Front-Wheel Drive",2015,"SUV","Automatic Other"
"26916",25,4,2,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26917",24,4,2,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26918",24,4,2,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26919",19,6,3,"4-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26920",19,6,3,"4-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26921",19,6,3,"4-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26922",22,6,2.7,"Rear-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26923",20,6,3.5,"Rear-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26924",19,8,5,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26925",20,6,3.5,"Rear-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26926",18,8,5,"Rear-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26927",20,6,2.7,"Part-time 4-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26928",19,6,3.5,"Part-time 4-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26929",19,6,3.5,"Part-time 4-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26930",17,8,5,"Part-time 4-Wheel Drive",2015,"Truck","Automatic 6 Speed"
"26931",17,8,4,"All-Wheel Drive",2015,"Compact","Automatic 8 Speed"
"26932",18,8,6.2,"Rear-Wheel Drive",2015,"Compact","Manual 7 Speed"
"26933",21,6,3.8,"Rear-Wheel Drive",2015,"Compact","Manual 7 Speed"
"26934",21,6,3.8,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26935",19,8,5,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26936",20,6,3.8,"Rear-Wheel Drive",2015,"Compact","Manual 7 Speed"
"26937",21,6,3.8,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26938",21,6,3.8,"4-Wheel Drive",2015,"Compact","Manual 7 Speed"
"26939",21,6,3.8,"4-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26940",20,6,3.8,"4-Wheel Drive",2015,"Compact","Manual 7 Speed"
"26941",21,6,3.8,"4-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26942",26,4,2,"All-Wheel Drive",2015,"Compact","Automatic 8 Speed"
"26943",25,6,3,"Rear-Wheel Drive",2015,"Compact","Automatic 8 Speed"
"26944",22,6,3,"Rear-Wheel Drive",2015,"Compact","Manual 6 Speed"
"26945",26,4,2,"All-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26946",17,8,5,"Rear-Wheel Drive",1987,"Wagon","Automatic 4 Speed"
"26947",29,4,1.6,"Front-Wheel Drive",2015,"Wagon","Automatic 7 Speed"
"26948",30,4,1.6,"Front-Wheel Drive",2015,"Wagon","Manual 6 Speed"
"26949",28,4,1.6,"All-Wheel Drive",2015,"Wagon","Automatic 7 Speed"
"26950",27,4,1.6,"Front-Wheel Drive",2015,"Wagon","Manual 6 Speed"
"26951",26,4,1.6,"All-Wheel Drive",2015,"Wagon","Automatic 8 Speed"
"26952",24,6,3.5,"Front-Wheel Drive",2015,"Wagon","Automatic 7 Speed"
"26953",24,6,3.5,"All-Wheel Drive",2015,"Wagon","Automatic 7 Speed"
"26954",23,4,2,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26955",19,6,3.7,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26956",20,6,3.5,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26957",20,4,2.5,"Rear-Wheel Drive",1987,"Truck","Automatic 3 Speed"
"26958",20,6,3.7,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26959",19,6,3.5,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26960",18,6,3.5,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26961",18,6,3.5,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"26962",27,4,2,"4-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26963",26,4,2,"4-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26964",27,4,2,"4-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26965",30,4,2,"Front-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"26966",27,4,2,"Front-Wheel Drive",2015,"Midsize","Manual 6 Speed"
"26967",21,4,2.5,"Rear-Wheel Drive",1987,"Truck","Automatic 4 Speed"
"26968",31,4,2,"Front-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26969",30,4,2,"Front-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26970",29,4,2,"Front-Wheel Drive",2015,"Compact","Manual 5 Speed"
"26971",26,4,2,"Front-Wheel Drive",2015,"Compact","Manual 6 Speed"
"26972",31,4,2,"Front-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26973",30,4,2,"Front-Wheel Drive",2015,"Compact","Automatic 6 Speed"
"26974",29,4,2,"Front-Wheel Drive",2015,"Compact","Manual 5 Speed"
"26975",21,4,2.5,"Rear-Wheel Drive",1987,"Truck","Manual 4 Speed"
"26976",30,4,1.8,"Front-Wheel Drive",2015,"Midsize","Manual 6 Speed"
"26977",32,4,1.8,"Front-Wheel Drive",2015,"Midsize","Automatic Other"
"26978",33,4,1.8,"Front-Wheel Drive",2015,"Midsize","Automatic Other"
"26979",15,8,5.6,"Rear-Wheel Drive",2015,"Truck","Automatic 5 Speed"
"26980",15,8,5.6,"Rear-Wheel Drive",2015,"Truck","Automatic 5 Speed"
"26981",14,8,5.6,"4-Wheel Drive",2015,"Truck","Automatic 5 Speed"
"26982",14,8,5.6,"4-Wheel Drive",2015,"Truck","Automatic 5 Speed"
"26983",27,4,2,"Front-Wheel Drive",2015,"SUV","Automatic 8 Speed"
"26984",22,4,2.5,"Rear-Wheel Drive",1987,"Truck","Manual 5 Speed"
"26985",30,4,2.5,"Front-Wheel Drive",2016,"Midsize","Automatic 6 Speed"
"26986",32,4,2.5,"Front-Wheel Drive",2016,"Midsize","Automatic 6 Speed"
"26987",29,4,2.5,"Front-Wheel Drive",2016,"Midsize","Manual 6 Speed"
"26988",21,6,3.3,"All-Wheel Drive",2016,"SUV","Automatic 6 Speed"
"26989",23,4,2,"Front-Wheel Drive",2016,"SUV","Automatic 6 Speed"
"26990",24,4,2.4,"Front-Wheel Drive",2016,"SUV","Automatic 6 Speed"
"26991",20,6,3.3,"Front-Wheel Drive",2016,"SUV","Automatic 6 Speed"
"26992",29,4,2,"Front-Wheel Drive",2016,"SUV","Manual 6 Speed"
"26993",29,4,2.5,"Front-Wheel Drive",2016,"SUV","Automatic 6 Speed"
"26994",16,6,2.8,"Rear-Wheel Drive",1987,"Truck","Automatic 3 Speed"
"26995",21,4,2,"All-Wheel Drive",2016,"SUV","Automatic 6 Speed"
"26996",22,4,2.4,"All-Wheel Drive",2016,"SUV","Automatic 6 Speed"
"26997",19,6,3.3,"All-Wheel Drive",2016,"SUV","Automatic 6 Speed"
"26998",26,4,2.5,"4-Wheel Drive",2016,"SUV","Automatic 6 Speed"
"26999",24,6,3,"All-Wheel Drive",2016,"Midsize","Automatic 8 Speed"
"27000",24,6,3,"All-Wheel Drive",2016,"Midsize","Automatic 8 Speed"
"27001",28,4,1.8,"Front-Wheel Drive",2016,"SUV","Manual 6 Speed"
"27002",31,4,1.8,"Front-Wheel Drive",2016,"SUV","Automatic Other"
"27003",27,4,1.6,"Front-Wheel Drive",1985,"Compact","Manual 4 Speed"
"27004",18,6,2.8,"Rear-Wheel Drive",1987,"Truck","Automatic 4 Speed"
"27005",31,4,1.8,"Front-Wheel Drive",2016,"SUV","Automatic 7 Speed"
"27006",29,4,1.8,"All-Wheel Drive",2016,"SUV","Automatic Other"
"27007",29,4,1.8,"All-Wheel Drive",2016,"SUV","Automatic 7 Speed"
"27008",28,4,2,"Rear-Wheel Drive",2015,"Compact","Automatic 7 Speed"
"27009",25,4,2.5,"Front-Wheel Drive",2015,"SUV","Automatic Other"
"27010",22,4,2,"4-Wheel Drive",2015,"SUV","Automatic Other"
"27011",24,4,2.5,"All-Wheel Drive",2015,"SUV","Automatic Other"
"27012",18,6,2.8,"Rear-Wheel Drive",1987,"Truck","Manual 4 Speed"
"27013",22,6,3,"Rear-Wheel Drive",2016,"Compact","Automatic 8 Speed"
"27014",22,6,3,"Rear-Wheel Drive",2016,"Compact","Automatic 8 Speed"
"27015",22,6,3,"Rear-Wheel Drive",2016,"Compact","Automatic 8 Speed"
"27016",22,6,3,"Rear-Wheel Drive",2016,"Compact","Automatic 8 Speed"
"27017",14,8,6.8,"Rear-Wheel Drive",2016,"Midsize","Automatic 8 Speed"
"27018",22,4,2,"Front-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"27019",21,4,2,"All-Wheel Drive",2015,"SUV","Automatic 6 Speed"
"27020",18,6,2.8,"Rear-Wheel Drive",1987,"Truck","Manual 5 Speed"
