"","comb08","cylinders","displ","drive","year","Class","trans"
"11186",20,6,3.2,"Rear-Wheel Drive",2004,"Wagon","Automatic 5 Speed"
"11187",15,8,5.4,"Rear-Wheel Drive",2004,"Truck","Automatic 4 Speed"
"11188",15,8,5.4,"4-Wheel or All-Wheel Drive",2004,"Truck","Automatic 4 Speed"
"11189",12,8,6,"Rear-Wheel Drive",2004,"Van","Automatic 4 Speed"
"11190",12,8,6,"Rear-Wheel Drive",2004,"Van","Automatic 4 Speed"
"11191",12,8,6,"Rear-Wheel Drive",2004,"Van","Automatic 4 Speed"
"11192",12,8,6,"Rear-Wheel Drive",2004,"Van","Automatic 4 Speed"
"11193",24,4,2.5,"Front-Wheel Drive",1986,"Compact","Manual 5 Speed"
"11194",12,8,6,"Rear-Wheel Drive",2004,"Van","Automatic 4 Speed"
"11195",12,8,6,"Rear-Wheel Drive",2004,"Van","Automatic 4 Speed"
"11196",12,8,6,"Rear-Wheel Drive",2004,"Van","Automatic 4 Speed"
"11197",12,8,6,"Rear-Wheel Drive",2004,"Van","Automatic 4 Speed"
"11198",15,6,4,"4-Wheel or All-Wheel Drive",2004,"SUV","Automatic 5 Speed"
"11199",14,8,4.6,"Rear-Wheel Drive",2004,"Large","Automatic 4 Speed"
"11200",20,6,3,"Front-Wheel Drive",2004,"Midsize","Automatic 4 Speed"
"11201",19,6,3,"Front-Wheel Drive",2004,"Wagon","Automatic 4 Speed"
"11202",20,6,3,"Front-Wheel Drive",2004,"Large","Automatic 4 Speed"
"11203",19,6,3,"Front-Wheel Drive",2004,"Wagon","Automatic 4 Speed"
"11204",20,6,3,"Front-Wheel Drive",1986,"Compact","Automatic 3 Speed"
"11205",12,8,4.7,"Rear-Wheel Drive",2004,"Truck","Automatic 5 Speed"
"11206",12,8,4.7,"4-Wheel or All-Wheel Drive",2004,"Truck","Automatic 5 Speed"
"11207",22,6,2.5,"Rear-Wheel Drive",2004,"Midsize","Automatic 6 Speed"
"11208",27,4,2,"Front-Wheel Drive",2004,"Midsize","Automatic 5 Speed"
"11209",27,4,2,"Front-Wheel Drive",2004,"Wagon","Automatic 5 Speed"
"11210",16,6,4,"Rear-Wheel Drive",2004,"SUV","Automatic 5 Speed"
"11211",16,6,4,"Rear-Wheel Drive",2004,"SUV","Automatic 5 Speed"
"11212",16,8,4.8,"4-Wheel or All-Wheel Drive",2004,"SUV","Automatic 6 Speed"
"11213",16,6,4,"4-Wheel or All-Wheel Drive",2004,"SUV","Automatic 5 Speed"
"11214",24,4,1.8,"Front-Wheel Drive",1986,"Compact","Automatic 3 Speed"
"11215",15,6,4,"4-Wheel or All-Wheel Drive",2004,"SUV","Automatic 5 Speed"
"11216",18,6,3,"Rear-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11217",18,6,3.2,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11218",21,4,1.8,"Front-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11219",21,4,1.8,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11220",19,6,3.2,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11221",21,6,2.5,"Rear-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11222",21,6,2.5,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11223",21,6,3,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11224",20,6,3,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11225",20,4,1.8,"Front-Wheel Drive",1986,"Compact","Automatic 3 Speed"
"11226",21,6,3,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11227",18,8,4.6,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11228",19,8,6,"Rear-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11229",19,8,6,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11230",21,6,3.2,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11231",18,6,3.2,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11232",18,6,3.2,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11233",21,6,3.2,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11234",18,6,3.2,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11235",18,6,3.2,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11236",21,4,1.8,"Front-Wheel Drive",1986,"Compact","Manual 4 Speed"
"11237",11,8,3.6,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11238",11,8,3.6,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11239",14,8,5.4,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11240",18,8,3.9,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11241",18,8,3.9,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11242",27,4,1.8,"Front-Wheel Drive",1986,"Compact","Manual 5 Speed"
"11243",20,4,2.2,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11244",22,4,1.8,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11245",12,8,4.2,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11246",12,8,4.2,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11247",22,4,1.8,"Rear-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11248",23,4,1.8,"Rear-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11249",25,4,2,"Front-Wheel Drive",1986,"Compact","Manual 4 Speed"
"11250",22,4,1.8,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11251",20,4,1.8,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11252",13,8,5.4,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11253",17,8,5,"Rear-Wheel Drive",2005,"Compact","Automatic 7 Speed"
"11254",14,8,5.4,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11255",19,6,3.5,"Rear-Wheel Drive",2005,"Compact","Automatic 7 Speed"
"11256",19,6,3.5,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11257",16,8,5.4,"Rear-Wheel Drive",2005,"Compact","Automatic 7 Speed"
"11258",23,4,2.5,"Rear-Wheel Drive",1985,"Compact","Automatic 4 Speed"
"11259",25,4,1.4,"Front-Wheel Drive",1986,"Compact","Automatic 3 Speed"
"11260",20,6,3.5,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11261",20,6,3.5,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11262",19,6,3.5,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11263",20,6,3.5,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11264",19,6,3.5,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11265",16,6,3.6,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11266",16,6,3.6,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11267",25,4,1.8,"Rear-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11268",26,4,1.8,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11269",33,4,1.4,"Front-Wheel Drive",1986,"Compact","Manual 4 Speed"
"11270",21,4,1.8,"Front-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11271",21,4,1.8,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11272",20,6,3.2,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11273",20,6,2.5,"Rear-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11274",19,6,2.5,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11275",20,6,3,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11276",19,6,3,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11277",30,4,1.4,"Front-Wheel Drive",1986,"Compact","Manual 4 Speed"
"11278",20,6,3,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11279",17,6,3.2,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11280",16,6,3.2,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11281",19,8,4.2,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11282",17,8,4.2,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11283",18,8,4.3,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11284",26,4,1.6,"Front-Wheel Drive",2005,"Compact","Automatic Other"
"11285",28,4,1.6,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11286",25,4,1.6,"Front-Wheel Drive",2005,"Compact","Automatic Other"
"11287",27,4,1.6,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11288",31,4,1.4,"Front-Wheel Drive",1986,"Compact","Manual 5 Speed"
"11289",24,4,1.6,"Front-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11290",24,4,1.6,"Front-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11291",23,4,2.4,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11292",20,4,2.4,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11293",21,6,3,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11294",21,6,3,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11295",21,6,3,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11296",20,6,3,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11297",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11298",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11299",23,4,1.7,"Front-Wheel Drive",1986,"Compact","Automatic 3 Speed"
"11300",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11301",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11302",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11303",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11304",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11305",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11306",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11307",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11308",19,6,3.8,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11309",19,6,3.8,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11310",29,4,1.7,"Front-Wheel Drive",1986,"Compact","Manual 5 Speed"
"11311",19,6,3.8,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11312",19,6,3.8,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11313",18,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11314",18,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11315",18,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11316",18,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11317",18,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11318",18,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11319",18,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11320",18,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11321",8,8,6.8,"Rear-Wheel Drive",1986,"Compact","Automatic 3 Speed"
"11322",17,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11323",18,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11324",17,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11325",18,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11326",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11327",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11328",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11329",19,6,3.6,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11330",16,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11331",16,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11332",18,4,2,"Front-Wheel Drive",1986,"Compact","Automatic 3 Speed"
"11333",15,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11334",16,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11335",15,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11336",16,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11337",15,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11338",16,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11339",16,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11340",16,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11341",16,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11342",16,6,3.6,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11343",18,4,2,"Front-Wheel Drive",1986,"Compact","Automatic 3 Speed"
"11344",24,4,1.8,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11345",22,4,1.8,"Front-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11346",24,4,2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11347",22,4,2,"Front-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11348",26,4,2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11349",23,4,2,"Front-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11350",25,4,2,"Front-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11351",23,4,1.8,"Front-Wheel Drive",2005,"Compact","Automatic Other"
"11352",21,6,3,"Front-Wheel Drive",2005,"Compact","Automatic Other"
"11353",19,6,3,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11354",19,4,2,"Front-Wheel Drive",1986,"Compact","Manual 5 Speed"
"11355",16,8,4.2,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11356",16,8,4.2,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11357",21,6,2.5,"Rear-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11358",20,6,2.5,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11359",21,6,3,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11360",20,6,3,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11361",21,6,3,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11362",18,8,4.4,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11363",19,8,4.4,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11364",17,8,4.4,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11365",22,4,2.5,"Rear-Wheel Drive",1985,"Compact","Manual 4 Speed"
"11366",20,4,2,"Front-Wheel Drive",1986,"Compact","Manual 5 Speed"
"11367",16,8,4.4,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11368",19,8,4.4,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11369",16,8,4.4,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11370",17,6,3.2,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11371",17,6,3.2,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11372",23,4,2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11373",24,4,2.2,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11374",25,4,2.2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11375",19,6,4,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11376",20,6,4,"Rear-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11377",21,4,2,"Front-Wheel Drive",1986,"Compact","Manual 5 Speed"
"11378",18,8,4.6,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11379",18,8,4.6,"Rear-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11380",22,4,2,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11381",23,4,2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11382",19,6,2.7,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11383",20,6,2.7,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11384",19,6,2.7,"Front-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11385",19,8,4.2,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11386",17,8,4.2,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11387",12,8,4.2,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11388",25,4,1.8,"Front-Wheel Drive",1986,"Compact","Manual 5 Speed"
"11389",12,8,4.2,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11390",21,6,3.2,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11391",20,6,3.2,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11392",18,8,5,"Rear-Wheel Drive",2005,"Compact","Automatic 7 Speed"
"11393",18,8,5,"Rear-Wheel Drive",2005,"Compact","Automatic 7 Speed"
"11394",17,8,5.4,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11395",16,8,5.4,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11396",21,4,2.4,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11397",21,4,1.8,"Front-Wheel Drive",1986,"Compact","Automatic 3 Speed"
"11398",23,4,2.4,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11399",21,4,2.4,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11400",21,6,3,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11401",21,6,3,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11402",21,6,3,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11403",21,6,3,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11404",22,4,2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11405",19,4,2,"Front-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11406",20,4,2,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11407",20,4,2,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11408",23,4,1.8,"Front-Wheel Drive",1986,"Compact","Automatic 3 Speed"
"11409",22,4,2.5,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11410",23,4,2.5,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11411",18,4,2.5,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11412",28,4,1.8,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11413",26,4,1.8,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11414",25,4,1.8,"Front-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11415",24,4,1.8,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11416",23,4,2.4,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11417",22,4,2.4,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11418",30,4,1.5,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11419",24,4,1.8,"Front-Wheel Drive",1986,"Compact","Manual 5 Speed"
"11420",30,4,1.5,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11421",24,4,1.8,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11422",22,4,1.8,"Front-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11423",35,4,1.9,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11424",33,4,1.9,"Front-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11425",24,4,2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11426",23,4,2,"Front-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11427",22,4,2.4,"Front-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11428",23,4,2.4,"Front-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11429",23,4,1.8,"Front-Wheel Drive",2005,"Compact","Automatic Other"
"11430",23,4,1.8,"4-Wheel or All-Wheel Drive",1986,"Compact","Manual 5 Speed"
"11431",23,4,1.8,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11432",22,6,3,"Front-Wheel Drive",2005,"Compact","Automatic Other"
"11433",22,4,1.8,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11434",21,4,1.8,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11435",19,6,3,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11436",19,6,3,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11437",16,8,4.2,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11438",16,8,4.2,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11439",21,6,2.5,"Rear-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11440",12,8,5,"Rear-Wheel Drive",1986,"Compact","Automatic 4 Speed"
"11441",20,6,2.5,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11442",20,6,2.5,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11443",20,6,2.5,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11444",21,6,3,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11445",20,6,3,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11446",21,6,3,"Rear-Wheel Drive",2005,"Compact","Automatic 6 Speed"
"11447",21,6,3,"4-Wheel or All-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11448",19,6,3,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11449",26,4,1.6,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11450",27,4,1.6,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11451",29,4,2,"Front-Wheel Drive",1986,"Compact","Automatic 4 Speed"
"11452",26,4,1.6,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11453",27,4,1.6,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11454",25,4,2.2,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11455",26,4,2.2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11456",22,4,2,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11457",22,4,2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11458",22,4,2,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11459",22,4,2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11460",21,4,2.4,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11461",24,4,2.4,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11462",25,4,2,"Front-Wheel Drive",1986,"Compact","Automatic 4 Speed"
"11463",21,6,3,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11464",21,6,3,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11465",21,6,3,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11466",22,4,2.4,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11467",25,4,2,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11468",28,4,2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11469",22,4,2.4,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11470",21,4,2.4,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11471",24,4,2.4,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11472",21,6,3,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11473",24,4,2.5,"Rear-Wheel Drive",1985,"Compact","Manual 5 Speed"
"11474",27,4,2,"Front-Wheel Drive",1986,"Compact","Manual 5 Speed"
"11475",21,6,3,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11476",21,6,3,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11477",25,4,2,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11478",26,4,2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11479",23,4,2.3,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11480",32,4,1.7,"Front-Wheel Drive",2005,"Compact","Automatic Other"
"11481",29,4,1.7,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11482",30,4,1.7,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11483",30,4,1.7,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11484",34,4,1.7,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11485",26,4,1.6,"Front-Wheel Drive",1986,"Compact","Automatic 3 Speed"
"11486",30,4,1.7,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11487",25,4,2,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11488",40,4,1.3,"Front-Wheel Drive",2005,"Compact","Automatic Other"
"11489",41,4,1.3,"Front-Wheel Drive",2005,"Compact","Automatic Other"
"11490",40,4,1.3,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11491",41,4,1.3,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11492",26,4,1.5,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11493",28,4,1.5,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11494",26,4,1.6,"Front-Wheel Drive",2005,"Compact","Automatic 4 Speed"
"11495",27,4,1.6,"Front-Wheel Drive",2005,"Compact","Manual 5 Speed"
"11496",27,4,1.6,"Front-Wheel Drive",1986,"Compact","Automatic 4 Speed"
"11497",20,6,3.5,"Rear-Wheel Drive",2005,"Compact","Manual 6 Speed"
"11498",19,6,3.5,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11499",18,6,3.5,"4-Wheel or All-Wheel Drive",2005,"Compact","Automatic 5 Speed"
"11500",19,6,3.5,"Rear-Wheel Drive",2005,"Compact","Automatic 5 Speed"
